Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
13/09/2022,Campo Novo de Rondonia - RO,Claro a poucas nuvens,Declinio,23,35,40,85,N,Fracos
14/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,90,NE,Fracos
15/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,90,NE,Fracos
16/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,50,90,SE,Fracos
17/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,85,SE,Fracos
18/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,36,40,80,SE,Fracos
19/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens,Estavel,24,37,35,80,SE,Fracos
20/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,35,80,SE,Fracos
21/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,40,85,SE,Fracos
22/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,50,90,SE,Fracos
23/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
24/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
25/09/2022,Campo Novo de Rondonia - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
27/09/2022,Campo Novo de Rondonia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,35,45,95,N - NE,Fracos/Moderados
28/09/2022,Campo Novo de Rondonia - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,50,95,N - NE,Fracos
29/09/2022,Campo Novo de Rondonia - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Declinio,22,31,60,100,SE - S,Fracos/Moderados
01/09/2022,Canaa dos Carajas - PA,Poucas nuvens com pancadas de chuva isoladas ao inicio da noite,Estavel,24,33,50,85,NE,Fracos
02/09/2022,Canaa dos Carajas - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da manha e o inicio da tarde,Estavel,22,37,35,95,NE,Fracos/Moderados
03/09/2022,Canaa dos Carajas - PA,Poucas nuvens a claro com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,36,35,95,NE,Fracos/Moderados
04/09/2022,Canaa dos Carajas - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,35,90,NE,Fracos/Moderados
05/09/2022,Canaa dos Carajas - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,35,90,NE,Fracos/Moderados
06/09/2022,Canaa dos Carajas - PA,Poucas nuvens a nublado,Estavel,19,36,30,95,NE - SE,Fracos/Moderados
07/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,18,35,25,95,NE - SE,Fracos/Moderados
08/09/2022,Canaa dos Carajas - PA,Parcialmente nublado a nublado,Estavel,18,34,30,95,NE - SE,Fracos/Moderados
09/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,19,34,30,95,NE - SE,Fracos/Moderados
10/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,20,35,30,95,NE - SE,Fracos/Moderados
11/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,21,35,35,95,E - NE,Fracos/Moderados
12/09/2022,Canaa dos Carajas - PA,Claro a nublado,Declinio,21,33,40,95,E - NE,Fracos/Moderados
13/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,20,36,25,90,SE - E,Fracos/Moderados
14/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,22,33,50,90,SE - E,Fracos/Moderados
15/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,22,34,50,90,SE - E,Fracos/Moderados
16/09/2022,Canaa dos Carajas - PA,Claro a parcialmente nublado,Estavel,22,35,40,100,SE - NE,Fracos/Moderados
17/09/2022,Canaa dos Carajas - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,34,55,100,SE - NE,Fracos/Moderados
18/09/2022,Canaa dos Carajas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,34,55,100,SE - NE,Fracos/Moderados
19/09/2022,Canaa dos Carajas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,34,55,100,SE - NE,Fracos/Moderados
20/09/2022,Canaa dos Carajas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,21,33,40,95,E - NE,Fracos/Moderados
21/09/2022,Canaa dos Carajas - PA,Claro a nublado,Estavel,22,34,40,95,E - NE,Fracos/Moderados
22/09/2022,Canaa dos Carajas - PA,Claro a nublado,Estavel,22,34,40,95,E - NE,Fracos/Moderados
23/09/2022,Canaa dos Carajas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,40,95,E - NE,Fracos/Moderados
24/09/2022,Canaa dos Carajas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Declinio,21,31,55,95,E - NE,Fracos/Moderados
25/09/2022,Canaa dos Carajas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,22,30,60,100,E - NE,Fracos/Moderados
26/09/2022,Canaa dos Carajas - PA,Nublado a parcialmente nublado com pancadas de chuva isoladas pela manha e a tarde,Elevacao,22,32,55,100,E - NE,Fracos/Moderados
27/09/2022,Canaa dos Carajas - PA,Claro a nublado,Estavel,22,33,40,95,E - NE,Fracos/Moderados
28/09/2022,Canaa dos Carajas - PA,Claro a nublado,Estavel,22,33,40,95,E - NE,Fracos/Moderados
29/09/2022,Canaa dos Carajas - PA,Claro a nublado,Estavel,22,33,40,95,E - NE,Fracos/Moderados
01/09/2022,Candeias do Jamari - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
02/09/2022,Candeias do Jamari - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
03/09/2022,Candeias do Jamari - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
04/09/2022,Candeias do Jamari - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
05/09/2022,Candeias do Jamari - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
06/09/2022,Candeias do Jamari - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
07/09/2022,Candeias do Jamari - RO,Claro a parcialmente nublado,Declinio,21,35,40,85,N,Fracos
08/09/2022,Candeias do Jamari - RO,Claro a parcialmente nublado,Declinio,21,35,40,85,N,Fracos
09/09/2022,Candeias do Jamari - RO,Claro a parcialmente nublado,Declinio,21,35,40,85,N,Fracos
10/09/2022,Candeias do Jamari - RO,Claro a parcialmente nublado,Declinio,24,35,35,80,N,Fracos
11/09/2022,Candeias do Jamari - RO,Claro a parcialmente nublado,Declinio,24,35,35,80,N,Fracos
12/09/2022,Candeias do Jamari - RO,Claro a parcialmente nublado,Declinio,24,36,35,75,N,Fracos
13/09/2022,Candeias do Jamari - RO,Claro a poucas nuvens,Declinio,23,35,40,85,N,Fracos
14/09/2022,Candeias do Jamari - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,90,NE,Fracos
15/09/2022,Candeias do Jamari - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,90,NE,Fracos
16/09/2022,Candeias do Jamari - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,50,90,SE,Fracos
17/09/2022,Candeias do Jamari - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,85,SE,Fracos
18/09/2022,Candeias do Jamari - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,36,40,80,SE,Fracos
19/09/2022,Candeias do Jamari - RO,Poucas nuvens,Estavel,24,37,35,80,SE,Fracos
20/09/2022,Candeias do Jamari - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,35,80,SE,Fracos
21/09/2022,Candeias do Jamari - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,40,85,SE,Fracos
22/09/2022,Candeias do Jamari - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,50,90,SE,Fracos
23/09/2022,Candeias do Jamari - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
24/09/2022,Candeias do Jamari - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
25/09/2022,Candeias do Jamari - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
27/09/2022,Candeias do Jamari - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,35,45,95,N - NE,Fracos/Moderados
28/09/2022,Candeias do Jamari - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,34,50,95,N - NE,Fracos
29/09/2022,Candeias do Jamari - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Declinio,23,31,60,100,SE - S,Fracos/Moderados
01/09/2022,Canta - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,33,50,85,NW - NE,Fracos
02/09/2022,Canta - RR,Parcialmente nublado com chuva em areas isoladas,Estavel,24,33,55,85,N - E,Fracos
03/09/2022,Canta - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,33,60,90,E - NE,Fracos
04/09/2022,Canta - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,33,55,90,NE,Fracos/Moderados
07/09/2022,Canta - RR,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,23,32,55,90,SE - NE,Fracos/Moderados
08/09/2022,Canta - RR,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,23,32,60,90,NE - E,Moderados/Fracos
09/09/2022,Canta - RR,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,23,32,60,90,NE - E,Fracos/Moderados
10/09/2022,Canta - RR,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,33,55,90,SE - NE,Fracos/Moderados
11/09/2022,Canta - RR,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,55,90,NE - E,Fracos/Moderados
12/09/2022,Canta - RR,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,55,90,NE - E,Moderados
13/09/2022,Canta - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,23,33,55,90,N - NE,Fracos
14/09/2022,Canta - RR,Parcialmente nublado com chuva em areas isoladas,Estavel,24,33,55,90,E - NE,Fracos/Moderados
15/09/2022,Canta - RR,Poucas nuvens a parcialmente nublado com chuva em areas isoladas,Estavel,24,34,55,90,NE - SE,Fracos/Moderados
16/09/2022,Canta - RR,Poucas nuvens a nublado com chuva em areas isoladas,Estavel,24,33,55,90,NE - E,Moderados/Fracos
17/09/2022,Canta - RR,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,24,32,60,90,NE - E,Moderados/Fracos
20/09/2022,Canta - RR,Poucas nuvens a nublado com pancadas de chuva isoladas,Estavel,24,33,55,95,NE - SE,Fracos/Moderados
21/09/2022,Canta - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,23,32,60,95,N - NE,Fracos
22/09/2022,Canta - RR,Poucas nuvens a parcialmente nublado com chuva em areas isoladas,Estavel,23,33,55,95,NW - NE,Fracos/Moderados
23/09/2022,Canta - RR,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,55,95,NE - E,Fracos/Moderados
24/09/2022,Canta - RR,Claro a parcialmente nublado,Estavel,24,35,50,95,NE - E,Moderados/Fracos
25/09/2022,Canta - RR,Claro a parcialmente nublado com chuva em areas isoladas,Estavel,24,35,55,95,NE - SE,Moderados/Fracos
26/09/2022,Canta - RR,Claro a parcialmente nublado com chuva em areas isoladas,Estavel,24,34,55,95,E - NE,Moderados/Fracos
27/09/2022,Canta - RR,Poucas nuvens a nublado com chuva em areas isoladas,Estavel,24,34,60,95,NW - NE,Fracos/Moderados
28/09/2022,Canta - RR,Poucas nuvens a nublado com chuva em areas isoladas,Estavel,24,33,55,95,NE - E,Fracos/Moderados
29/09/2022,Canta - RR,Claro a parcialmente nublado,Estavel,24,35,50,90,NE,Fracos
01/09/2022,Canutama - AM,Claro a parcialmente nublado,Estavel,22,34,50,90,NE - NW,Fracos
02/09/2022,Canutama - AM,Parcialmente nublado,Estavel,22,35,50,90,N - E,Fracos
03/09/2022,Canutama - AM,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,35,50,90,SE - NE,Fracos
04/09/2022,Canutama - AM,Claro a parcialmente nublado,Estavel,22,34,50,90,E - SE,Fracos
07/09/2022,Canutama - AM,Claro a parcialmente nublado,Estavel,20,35,45,90,NW - NE,Fracos
08/09/2022,Canutama - AM,Claro a parcialmente nublado,Estavel,21,34,50,90,NW - NE,Fracos
09/09/2022,Canutama - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,55,85,N - NE,Fracos
10/09/2022,Canutama - AM,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,35,50,90,N - NE,Fracos
11/09/2022,Canutama - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,55,90,NW - W,Fracos/Moderados
12/09/2022,Canutama - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,55,90,W - NW,Fracos
13/09/2022,Canutama - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,35,45,95,NW - NE,Fracos
14/09/2022,Canutama - AM,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,55,90,NW - NE,Fracos
15/09/2022,Canutama - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,32,60,90,S - SW,Fracos
16/09/2022,Canutama - AM,Poucas nuvens a parcialmente nublado,Estavel,23,34,50,90,SW - S,Fracos
17/09/2022,Canutama - AM,Parcialmente nublado,Estavel,24,34,50,90,NW - N,Fracos
18/09/2022,Canutama - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,32,55,95,N - NE,Fracos
19/09/2022,Canutama - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,32,55,95,N - NE,Fracos
20/09/2022,Canutama - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,34,50,95,N - NE,Fracos
21/09/2022,Canutama - AM,Claro a parcialmente nublado,Estavel,22,33,50,90,NW - W,Fracos
22/09/2022,Canutama - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,35,50,90,NW - E,Fracos/Moderados
23/09/2022,Canutama - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Estavel,23,35,50,90,SE - E,Fracos
24/09/2022,Canutama - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Estavel,23,36,55,90,S - SW,Fracos
25/09/2022,Canutama - AM,Parcialmente nublado,Estavel,22,36,50,90,SW - NE,Fracos
26/09/2022,Canutama - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,50,90,SW - NE,Fracos
27/09/2022,Canutama - AM,Parcialmente nublado com chuva em areas isoladas,Estavel,24,35,45,90,NW - N,Fracos/Moderados
28/09/2022,Canutama - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,36,40,90,NW - NE,Fracos
29/09/2022,Canutama - AM,Claro a parcialmente nublado com pancadas de chuva,Estavel,23,34,45,90,NW - SE,Fracos/Moderados
01/09/2022,Capanema - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,60,90,E - NE,Fracos/Moderados
02/09/2022,Capanema - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Estavel,24,31,60,95,E - NE,Fracos/Moderados
03/09/2022,Capanema - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,32,60,95,E - NE,Fracos/Moderados
04/09/2022,Capanema - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,24,33,60,95,E - NE,Fracos/Moderados
05/09/2022,Capanema - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,24,33,60,95,E - NE,Fracos/Moderados
06/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,34,55,95,SE - E,Fracos/Moderados
07/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,34,55,95,SE - E,Fracos/Moderados
08/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,55,95,SE - E,Fracos/Moderados
09/09/2022,Capanema - PA,Claro a nublado,Estavel,22,34,50,95,SE - E,Fracos/Moderados
10/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,34,50,95,SE - E,Fracos/Moderados
11/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,33,55,95,SE - NE,Fracos/Moderados
12/09/2022,Capanema - PA,Claro a nublado,Estavel,23,33,55,95,E - NE,Fracos/Moderados
13/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Elevacao,23,34,55,95,E - NE,Fracos/Moderados
14/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,55,95,E - NE,Fracos/Moderados
15/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,E - NE,Fracos/Moderados
16/09/2022,Capanema - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,E - NE,Fracos/Moderados
17/09/2022,Capanema - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,33,55,95,E - NE,Fracos/Moderados
18/09/2022,Capanema - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,33,55,95,E - NE,Fracos/Moderados
19/09/2022,Capanema - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,95,E - NE,Fracos/Moderados
20/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,22,33,55,95,SE - NE,Fracos/Moderados
21/09/2022,Capanema - PA,Claro a parcialmente nublado,Estavel,23,34,50,95,SE - E,Fracos/Moderados
22/09/2022,Capanema - PA,Claro a parcialmente nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
23/09/2022,Capanema - PA,Claro a nublado,Estavel,22,34,50,95,E - NE,Fracos/Moderados
24/09/2022,Capanema - PA,Claro a nublado,Estavel,22,34,50,95,SE - NE,Fracos/Moderados
25/09/2022,Capanema - PA,Claro a nublado,Estavel,22,34,50,95,SE - NE,Fracos/Moderados
26/09/2022,Capanema - PA,Claro a nublado,Estavel,22,34,50,95,E - NE,Fracos/Moderados
27/09/2022,Capanema - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,34,50,95,E - NE,Fracos/Moderados
28/09/2022,Capanema - PA,Claro a nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
29/09/2022,Capanema - PA,Claro a nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
01/09/2022,Capitao Poco - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,60,90,E - NE,Fracos/Moderados
02/09/2022,Capitao Poco - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Estavel,24,31,60,95,E - NE,Fracos/Moderados
03/09/2022,Capitao Poco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,32,60,95,E - NE,Fracos/Moderados
04/09/2022,Capitao Poco - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,24,33,60,95,E - NE,Fracos/Moderados
05/09/2022,Capitao Poco - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,24,33,60,95,E - NE,Fracos/Moderados
06/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,22,33,50,95,SE - E,Fracos/Moderados
07/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,22,34,50,95,SE - E,Fracos/Moderados
08/09/2022,Capitao Poco - PA,Claro a parcialmente nublado,Estavel,22,34,50,95,SE - E,Fracos/Moderados
09/09/2022,Capitao Poco - PA,Claro a parcialmente nublado,Estavel,22,34,50,95,SE - E,Fracos/Moderados
10/09/2022,Capitao Poco - PA,Claro a parcialmente nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,50,95,SE - E,Fracos/Moderados
11/09/2022,Capitao Poco - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,50,95,SE - NE,Fracos/Moderados
12/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,22,33,55,95,E - NE,Fracos/Moderados
13/09/2022,Capitao Poco - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,34,50,100,E - NE,Fracos/Moderados
14/09/2022,Capitao Poco - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,34,50,100,E - NE,Fracos/Moderados
15/09/2022,Capitao Poco - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,50,100,E - NE,Fracos/Moderados
16/09/2022,Capitao Poco - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,50,100,E - NE,Fracos/Moderados
17/09/2022,Capitao Poco - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,50,100,E - NE,Fracos/Moderados
18/09/2022,Capitao Poco - PA,Poucas nuvens a parcialmente nublado,Estavel,23,34,50,100,E - NE,Fracos/Moderados
19/09/2022,Capitao Poco - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,50,100,E - NE,Fracos/Moderados
20/09/2022,Capitao Poco - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,33,50,95,SE - NE,Fracos/Moderados
21/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,22,34,45,95,SE - E,Fracos/Moderados
22/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,22,34,45,95,E - NE,Fracos/Moderados
23/09/2022,Capitao Poco - PA,Claro a parcialmente nublado,Estavel,22,35,40,95,E - NE,Fracos/Moderados
24/09/2022,Capitao Poco - PA,Claro a parcialmente nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
25/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
26/09/2022,Capitao Poco - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,34,50,95,E - NE,Fracos/Moderados
27/09/2022,Capitao Poco - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,33,50,95,E - NE,Fracos/Moderados
28/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
29/09/2022,Capitao Poco - PA,Claro a nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
01/09/2022,Capixaba - AC,Poucas nuvens,Estavel,20,32,30,75,N,Fracos
02/09/2022,Capixaba - AC,Poucas nuvens,Estavel,20,32,40,80,NE,Fracos
03/09/2022,Capixaba - AC,Poucas nuvens,Estavel,20,32,40,80,NE,Fracos
04/09/2022,Capixaba - AC,Poucas nuvens,Estavel,21,33,40,75,NE,Fracos
05/09/2022,Capixaba - AC,Poucas nuvens,Estavel,22,33,40,75,NE,Fracos
06/09/2022,Capixaba - AC,Claro a parcialmente nublado,Estavel,21,35,35,95,SE - S,Fracos
07/09/2022,Capixaba - AC,Claro a parcialmente nublado,Estavel,21,36,35,95,NW - N,Fracos
08/09/2022,Capixaba - AC,Claro a parcialmente nublado,Estavel,22,34,40,90,NW - N,Fracos
09/09/2022,Capixaba - AC,Claro a parcialmente nublado,Estavel,22,34,40,90,NW - N,Fracos
10/09/2022,Capixaba - AC,Claro a parcialmente nublado,Estavel,22,34,40,90,NW - N,Fracos
11/09/2022,Capixaba - AC,Claro a parcialmente nublado,Estavel,22,34,40,90,NW - N,Fracos
12/09/2022,Capixaba - AC,Claro a parcialmente nublado,Estavel,22,34,40,90,NW - N,Fracos
13/09/2022,Capixaba - AC,Claro a poucas nuvens,Estavel,21,34,45,95,NW - N,Fracos
14/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado,Estavel,23,35,45,95,NW - N,Fracos
15/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado,Estavel,23,35,45,95,NW - N,Fracos
16/09/2022,Capixaba - AC,Nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,20,30,60,95,SE - N,Fracos
17/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,21,32,50,85,SE,Fracos
18/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,35,50,85,SE,Fracos
19/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,36,40,80,SE,Fracos
20/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,35,40,85,SE,Fracos
21/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas ao inicio da noite,Estavel,24,35,45,85,SE,Fracos
22/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,35,45,85,SE,Fracos
23/09/2022,Capixaba - AC,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas ao inicio da noite,Estavel,24,36,40,90,SE,Fracos
